,IDs,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled,PAINS_match,Brenk_match
1386,CHEMBL3674682,10.0,nM,Cn1cc(-c2cccc(N3CCc4cc(C5CC5)ccc4C3=O)c2CO)nc(Nc2ccc(C(=O)N3CCC(O)CC3)cc2)c1=O,8.0,619.279469284,8,3,4.360400000000003,True,0,0.0
1389,CHEMBL3746036,10.0,nM,CN1CCn2nc(Nc3cc(-c4ccc(F)c(NC(=O)c5cc6ccccc6s5)c4)n[nH]c3=O)cc2C1,8.0,515.153972164,8,3,4.428500000000002,True,0,0.0
1390,CHEMBL4753530,10.0,nM,Cc1cc(-c2ccnc(Nc3cn(C)nn3)n2)ccc1CNC(=O)c1cnc(C(C)(C)C)s1,8.0,462.195028452,9,2,4.008120000000002,True,0,0.0
1393,CHEMBL3670082,10.0,nM,Cn1cc(-c2cccc(N3CCc4c(sc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccncn2)c1=O,8.0,527.199110788,8,2,4.467400000000004,True,0,0.0
1395,CHEMBL3891434,10.0,nM,CS(=O)(=O)N1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,8.0,602.1999193119999,6,2,4.826600000000004,True,0,0.0
1397,CHEMBL5206309,10.0,nM,O=C1[C@H](Nc2cc(F)cc(Cl)c2)CCCN1[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1,8.0,443.1636642560002,6,2,3.2173000000000007,True,0,0.0
1398,CHEMBL4204719,10.0,nM,CCn1cc(Nc2nc(N)cc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cn1,8.0,511.213201292,9,3,4.498700000000003,True,0,0.0
1401,CHEMBL5205957,10.0,nM,O=C(N[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1)[C@H](Nc1cc(F)cc(Cl)c1)C1CC1,8.0,442.168415288,5,3,3.7261000000000015,True,0,0.0
1402,CHEMBL4107999,10.0,nM,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1F)nn2C[C@H]1CCCN1C(=O)C1CC1,8.0,472.20230226000007,7,1,4.407900000000002,True,0,0.0
1403,CHEMBL5186533,10.0,nM,O=C(CNc1cc(Cl)cc(Cl)c1)N[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1,8.0,419.1028135880001,6,3,2.8568000000000007,True,0,0.0
1405,CHEMBL3670084,10.1,nM,Cn1cc(-c2cccc(N3CCn4c(cc5c4CCCC5)C3=O)c2CO)cc(Nc2ccc(N3CCOCC3)cn2)c1=O,7.995678626,580.279803632,9,2,3.860500000000002,True,0,0.0
1408,CHEMBL3652673,10.28,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c5ccc(N6CCOCC6)nc54)c3CO)ncc2c1,7.988006885,570.2390816919999,9,2,3.589000000000002,True,0,0.0
1417,CHEMBL4096526,10.7,nM,CC1(C(=O)N[C@@H]2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,7.970616222,593.2362224800002,8,3,4.823500000000003,True,0,0.0
1424,CHEMBL4108415,11.0,nM,Nc1nccn2c([C@@H]3CCn4c(nnc4C(F)(F)F)C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.958607315,587.161675548,9,2,4.984900000000002,True,0,0.0
1425,CHEMBL5175032,11.0,nM,O=C(N[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1)[C@H](Nc1cc(Cl)cc(Cl)c1)C1CC1,7.958607315,458.138864748,5,3,4.240400000000002,True,0,0.0
1426,CHEMBL5196736,11.0,nM,O=C(N[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1)[C@H](Nc1cc(F)cc(Cl)c1)C1CC1,7.958607315,443.163664256,6,3,3.1211,True,0,0.0
1430,CHEMBL4079820,11.0,nM,CC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,7.958607315,541.184935856,7,2,4.5096000000000025,True,0,0.0
1431,CHEMBL4466400,11.0,nM,Cc1c(NC(=O)c2ccc(F)cc2)cccc1-c1ccc(C(N)=O)c2[nH]c3cc(NC(C)C)ccc3c12,7.958607315,494.21180432400007,3,4,6.6071200000000045,True,0,0.0
1432,CHEMBL3747019,11.0,nM,Cc1ccc(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)c(F)c1NC(=O)c1cc2ccccc2s1,7.958607315,529.169622228,8,3,4.736920000000003,True,0,0.0
1433,CHEMBL3891391,11.0,nM,Cc1c(-c2ccc(C(N)=O)c3[nH]c4c(c23)CC[C@@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O,7.958607315,554.232933692,6,3,4.259920000000004,True,0,0.0
1437,CHEMBL5206964,11.0,nM,O=C(CNc1cc(Cl)cc(Cl)c1)N[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,7.958607315,418.10756462000006,5,3,3.461800000000002,True,0,0.0
1440,CHEMBL4102294,11.0,nM,Cc1c(-c2cc(Nc3ccncn3)c(=O)n(C)c2)cccc1N1CCc2c(sc3c2CCCC3)C1=O,7.958607315,497.188546104,7,1,5.037520000000003,True,0,0.0
1444,CHEMBL5207862,11.0,nM,O=C(N[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1)[C@H](Nc1cc(Cl)cc(Cl)c1)C1CC1,7.958607315,459.134113716,6,3,3.6354000000000015,True,0,0.0
1445,CHEMBL5180966,11.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CN1CCN(C2CCC2)CC1=O,7.958607315,431.243358548,7,1,3.125820000000001,True,0,0.0
1458,CHEMBL3649451,11.57,nM,Cn1cc(-c2cccc(-n3ncc4cc(C(C)(C)C)ccc4c3=O)c2CO)cc1C(N)=O,7.936666641,430.200490692,6,2,3.2799000000000005,True,0,0.0
1459,CHEMBL4524580,11.6,nM,Cc1cc2cn[nH]c2cc1-c1ccc(F)c2c(N)c(C(N)=O)cnc12,7.935542011,335.118238288,4,3,2.906719999999999,True,0,0.0
1460,CHEMBL3670120,11.6,nM,Cn1cc(-c2cc(F)cc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc3c(n2)CCN(C2COC2)C3)c1=O,7.935542011,638.3016819480001,9,2,4.165900000000002,True,0,0.0
1464,CHEMBL4210972,12.0,nM,Nc1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)nc(Nc2cnn(C3(CO)CC3)c2)n1,7.920818754,553.223765976,10,4,3.960200000000002,True,0,0.0
1466,CHEMBL4638562,12.0,nM,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)C2CCC2)c1=O,7.920818754,515.2532545359999,7,2,3.2649000000000017,True,0,0.0
1472,CHEMBL5080657,12.0,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1C(C)NC(=O)N1CC(OC(C)C)C1,7.920818754,449.253923232,7,2,3.8089200000000014,True,0,0.0
1473,CHEMBL4863505,12.0,nM,CC(C)(C)c1noc(C(=O)NCc2ccc(-c3ccnc4[nH]c(C5CC5)nc34)cc2F)n1,7.920818754,434.18665219600007,6,2,4.251900000000003,True,0,0.0
1474,CHEMBL3621518,12.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4c(F)cccc4F)c23)CC1,7.920818754,448.171082384,3,2,3.7528000000000015,True,0,0.0
1475,CHEMBL3903518,12.0,nM,CC(C)(O)c1ccc(C(=O)Nc2cccc(-c3ncnc4[nH]c(C5=CCOCC5)cc34)c2CO)c(F)c1,7.920818754,502.201633564,6,4,4.539700000000004,True,0,0.0
1478,CHEMBL3964073,12.0,nM,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1Cc2ccccc2C1,7.920818754,421.053822232,6,2,3.8835000000000015,True,0,0.0
1480,CHEMBL3973521,12.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ncnc2[nH]c(C3=CCC(O)CC3)cc12,7.920818754,480.252526264,4,3,6.411320000000006,True,0,0.0
1482,CHEMBL3926242,12.04,nM,CCn1ncc2c1CCCC2(O)c1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)nccn12,7.919373513,562.2052567000001,9,3,4.433200000000002,True,0,0.0
1488,CHEMBL4107764,12.4,nM,Cc1c(C(F)(F)F)ccnc1NC(=O)c1ccc(-c2nc([C@@H]3CC[C@H]4CCC(=O)N4C3)n3ccnc(N)c23)cc1,7.906578315,549.2100077320001,7,2,4.821420000000003,True,0,0.0
1489,CHEMBL4092794,12.7,nM,C[C@@H]1CN(c2ccc(Nc3cc(-c4cc(F)cc(N5CCn6c(cc7c6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CCN1C,7.896196279,625.31766636,9,2,4.303300000000002,True,0,0.0
1490,CHEMBL4111689,12.7,nM,CNc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.896196279,549.2100077320001,7,2,4.972500000000004,True,0,0.0
1491,CHEMBL3639515,12.74,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c5ccc(N6CCS(=O)(=O)CC6)nc54)c3CO)ncc2c1,7.894830572,618.2060673119998,10,2,2.9872000000000014,True,0,0.0
1492,CHEMBL3605107,12.8,nM,CNC(=O)Cn1cc(-c2cnc(N)c3c(-c4ccc(Oc5ccccc5)cc4)csc23)cn1,7.89279003,455.141595912,7,2,4.947300000000004,True,0,0.0
1496,CHEMBL2057920,13.0,nM,CC(C)(C)c1ccc(C(=O)N[C@@H]2CCCN(c3nc(Nc4ccc(C(=O)N5CCNCC5)cc4)c4nccn4n3)C2)cc1,7.886056648,581.3226714880001,9,3,3.609600000000002,True,0,0.0
1498,CHEMBL4060757,13.0,nM,Nc1nccn2c([C@H]3CN(C4CCOCC4)CCO3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c12,7.886056648,585.211150604,9,2,4.336000000000003,True,0,0.0
1501,CHEMBL4076024,13.0,nM,COCC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,7.886056648,571.19550054,8,2,4.1361000000000026,True,0,0.0
1502,CHEMBL4756638,13.0,nM,CCc1cc(NC(=O)c2ccc(-c3nc([C@@H]4CCCN(C(=O)C5(C)COC5)C4)n4ccnc(N)c34)c(F)c2)ncn1,7.886056648,558.2503150719999,9,2,3.464800000000001,True,0,0.0
1503,CHEMBL4113578,13.0,nM,CCn1cc2c(n1)CCC[C@H]2n1nc(-c2ccc(C(=O)Nc3cc(C(F)(F)F)ccn3)cc2)c2c(N)ncnc21,7.886056648,547.2055910480001,9,2,4.883700000000003,True,0,0.0
1510,CHEMBL3621511,13.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cccc(Cl)c4Cl)c23)CC1,7.886056648,480.111981304,3,2,4.781400000000003,True,0,0.0
1512,CHEMBL2057916,13.0,nM,CCNC(=O)Nc1cc(-c2cccc(NC(=O)c3ccc(C(C)(C)C)cc3)c2C)cn(C)c1=O,7.886056648,460.247440884,4,3,5.051920000000004,True,0,0.0
1515,CHEMBL5080861,13.0,nM,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCC[C@H]4NC(=O)c3noc(C(C)(C)C)n3)n2)cn1,7.886056648,486.2491722000001,9,2,4.498700000000003,True,0,0.0
1523,CHEMBL3652678,13.91,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-n4cc(C(N)=O)c5ccc(C(O)CO)nc54)c3CO)ncc2c1,7.85667287,545.2074472159999,9,4,2.7781,True,0,0.0
1525,CHEMBL3923573,14.0,nM,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1Cc2ccccc2C1,7.853871964,377.104337812,6,2,3.774400000000001,True,0,0.0
1528,CHEMBL4062498,14.0,nM,COCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3F)c3c(N)nccn23)C1,7.853871964,573.1747650960001,9,2,3.330000000000001,True,0,0.0
1535,CHEMBL5089327,14.0,nM,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCC[C@H]4NC(=O)c3nnc(C(C)(C)C)o3)n2)cn1,7.853871964,486.2491722000001,9,2,4.498700000000003,True,0,0.0
1536,CHEMBL3699639,14.0,nM,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)cccc1N1Cc2ccc(C(C)(C)C)cc2C1=O,7.853871964,523.269573296,7,2,4.588720000000004,True,0,0.0
1537,CHEMBL4648782,14.0,nM,CCC(=O)Nc1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cn(C)c1=O,7.853871964,489.237604472,7,2,2.8748000000000014,True,0,0.0
1538,CHEMBL5177588,14.0,nM,C[C@@H](Nc1cc(Cl)cc(Cl)c1)C(=O)N[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,7.853871964,432.12321468400006,5,3,3.8503000000000016,True,0,0.0
1539,CHEMBL3935131,14.19,nM,Cn1cc(-c2cc(-c3ccc(Cn4ncc5cc(C(C)(C)C)cc(F)c5c4=O)c(F)c3)cc(=O)[nH]2)cn1,7.848017605,501.19763148,6,1,4.776300000000004,True,0,0.0
1545,CHEMBL4112448,14.7,nM,Nc1nccn2c([C@@H]3CC[C@@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.832682665,535.1943576680001,7,2,4.513000000000004,True,0,0.0
1549,CHEMBL4107735,14.9,nM,Cc1nsc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)n1,7.826813732,488.17429300800006,9,2,3.25912,True,0,0.0
1553,CHEMBL3621496,15.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccccc4F)c23)CC1,7.823908741,430.180504196,3,2,3.6137000000000015,True,0,0.0
1554,CHEMBL4646782,15.0,nM,CC(=O)Nc1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cn(C)c1=O,7.823908741,475.221954408,7,2,2.484700000000001,True,0,0.0
1555,CHEMBL3621500,15.0,nM,CC(=O)Nc1ccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)cc1,7.823908741,469.211389724,4,3,3.4330000000000016,True,0,0.0
1556,CHEMBL3621503,15.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccccc4Cl)c23)CC1,7.823908741,446.150953656,3,2,4.128000000000002,True,0,0.0
1558,CHEMBL5188619,15.0,nM,O=C1C(Nc2cc(F)cc(Cl)c2)CCCN1[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1,7.823908741,443.1636642560002,6,2,3.2173000000000007,True,0,0.0
1559,CHEMBL4757012,15.0,nM,Cc1cnc(NC(=O)c2ccc(-c3nc([C@@H]4CCCN(C(=O)C5(C)COC5)C4)n4ccnc(N)c34)c(F)c2)cn1,7.823908741,544.2346650080001,9,2,3.210820000000001,True,0,0.0
1561,CHEMBL3969286,15.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ncnc2[nH]c(C3=CCOCC3)cc12,7.823908741,466.2368762,4,2,6.286820000000006,True,0,0.0
1564,CHEMBL4876918,15.0,nM,Cn1cc(-c2nc3c(-c4ccc(CNC(=O)C5CCC(C(C)(C)C)CC5)c(F)c4)ccnc3[nH]2)cn1,7.823908741,488.2699878960001,5,2,5.633200000000004,True,0,0.0
1567,CHEMBL4763987,15.0,nM,CCc1cc(-c2ncnc3[nH]ccc23)ccc1CNC(=O)c1ccc(C(C)(C)C)cc1,7.823908741,412.226311516,3,2,5.414800000000004,True,0,0.0
1568,CHEMBL3674680,15.0,nM,CN(C)C(=O)c1ccc(Nc2nc(-c3cccc(N4CCc5cc(C6CC6)ccc5C4=O)c3CO)cn(C)c2=O)cc1,7.823908741,563.253254536,7,2,4.465300000000004,True,0,0.0
1573,CHEMBL3922212,15.3,nM,Nc1nccn2c([C@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.815308569,535.1943576680001,7,2,4.513000000000004,True,0,0.0
1576,CHEMBL4113872,15.6,nM,Nc1nccn2c([C@@H]3CC[C@@H]4COC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.806875402,537.173622224,8,2,4.342800000000003,True,0,0.0
1579,CHEMBL3400174,15.8,nM,CS(=O)(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)CC1,7.801342913,585.184603596,7,2,4.486500000000003,True,0,0.0
1583,CHEMBL3674679,16.0,nM,Cn1cc(Nc2nc(-c3cccc(N4CCc5cc(C6CC6)ccc5C4=O)c3CO)cn(C)c2=O)cn1,7.795880017,496.222288756,8,2,3.4970000000000017,True,0,0.0
1586,CHEMBL3900253,16.0,nM,Cc1c(NC(=O)c2ccc3ccn(C)c3n2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,7.795880017,552.2397503880001,6,2,4.9821200000000045,True,0,0.0
1587,CHEMBL4849850,16.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ccnc2[nH]c(-c3cnn(C)c3)nc12,7.795880017,464.2324595160001,5,2,5.883620000000006,True,0,0.0
1590,CHEMBL3621457,16.0,nM,CN1CCN(C(=O)c2ccc3[nH]c4c(C(N)=O)ccc(-c5ccccc5F)c4c3c2)CC1,7.795880017,430.180504196,3,2,3.6137000000000015,True,0,0.0
1593,CHEMBL3621517,16.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4cc(F)ccc4F)c23)CC1,7.795880017,448.171082384,3,2,3.7528000000000015,True,0,0.0
1594,CHEMBL3621515,16.0,nM,CC(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1C,7.795880017,483.227039788,4,3,3.7414200000000015,True,0,0.0
1598,CHEMBL3908428,16.0,nM,Cc1c(NC(=O)N2CC(OC(C)C)C2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,7.795880017,535.2707161680001,5,2,4.484220000000004,True,0,0.0
1604,CHEMBL3670104,16.3,nM,CN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCc6c(cc7n6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,7.787812396,593.311438108,9,2,3.7757000000000014,True,0,0.0
1609,CHEMBL3402587,16.5,nM,CN(C)S(=O)(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)CC1,7.782516056,614.2111526919999,7,2,4.333300000000003,True,0,0.0
1610,CHEMBL3670136,16.5,nM,Cn1cc(-c2cccc(N3CCc4c(cc5n4CCCC5)C3=O)c2CO)cc(Nc2cc3n(n2)CCOC3)c1=O,7.782516056,540.248503504,9,2,3.3556000000000017,True,0,0.0
1612,CHEMBL3670137,16.6,nM,CCN1CCN(c2ccc(Nc3cc(-c4cccc(N5CCc6c(cc7n6CCCC7)C5=O)c4CO)cn(C)c3=O)nc2)CC1,7.779891912,607.327088172,9,2,4.165800000000003,True,0,0.0
1615,CHEMBL4095379,16.9,nM,C[C@@H]1CN(C)CCN1c1ccc(Nc2cc(-c3cc(F)cc(N4CCn5c(cc6c5CCCC6)C4=O)c3CO)cn(C)c2=O)nc1,7.772113295,625.31766636,9,2,4.303300000000004,True,0,0.0
1620,CHEMBL3890115,17.0,nM,CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(N5CCc6cc(C7CC7)ccc6C5=O)c4CO)ncnc3[nH]2)CC1,7.769551079,562.2692389480001,5,2,4.968200000000005,True,0,0.0
1638,CHEMBL2336005,17.7,nM,Oc1cccc(Nc2ccnc3cc(-c4cccc(CN5CCOCC5)c4)sc23)c1,7.752026734,417.151097976,6,2,5.244700000000004,True,0,0.0
1645,CHEMBL3665117,18.0,nM,Cc1c(-c2cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c(=O)n(C)c2)cccc1N1CNc2cc(C(C)(C)O)ccc2C1=O,7.744727495,608.2747182520001,9,3,4.228920000000003,True,0,0.0
1648,CHEMBL3699643,18.0,nM,Cc1cc(Nc2cc(-c3cccc(N4Cc5cc(C(C)(C)C)sc5C4=O)c3C)n[nH]c2=O)no1,7.744727495,475.16781066,7,2,5.304740000000004,True,0,0.0
1655,CHEMBL3649454,18.23,nM,Cn1cc(-c2cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)nc1C(N)=O,7.739213331,449.186317848,7,2,2.8140000000000005,True,0,0.0
1666,CHEMBL3980902,19.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCNCC3)cc12,7.721246399,483.2434388000001,4,3,5.998920000000005,True,0,0.0
1670,CHEMBL5196798,19.0,nM,O=C(CNc1cc(Cl)cc(Cl)c1)NC1CCCN(c2ncnc3[nH]ccc23)C1,7.721246399,418.10756462000006,5,3,3.461800000000002,True,0,0.0
1677,CHEMBL4448363,20.0,nM,O=C(Nc1cccc(C2CCCN(c3ncnc4[nH]ccc34)C2)c1)Nc1ccccc1N1CCCC1,7.698970004,481.25900861200006,5,3,5.5861000000000045,True,0,0.0
1681,CHEMBL3746971,20.0,nM,Cc1ccc(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)c(C)c1NC(=O)c1cc2ccccc2s1,7.698970004,525.194694104,8,3,4.906240000000003,True,0,0.0
1682,CHEMBL5187230,20.0,nM,Cc1ccc(Nc2cc(-c3ccnc(-n4ncc5cc(C(C)(C)C)cc(F)c5c4=O)c3CO)cn(C)c2=O)nc1,7.698970004,540.2285170079999,9,2,4.522320000000003,True,0,0.0
1684,CHEMBL3652649,20.0,nM,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc1C(N)=O,7.698970004,449.18631784799993,7,2,2.814,True,0,0.0
1687,CHEMBL4216909,20.2,nM,Cn1cc(Nc2nc(N)cc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cc1C#N,7.694648631,521.197551228,9,3,4.492480000000003,True,0,0.0
1701,CHEMBL5076817,21.0,nM,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCC[C@H]4NC(=O)c3nc(C(C)(C)C)no3)n2)cn1,7.677780705,486.2491722000001,9,2,4.498700000000003,True,0,0.0
1702,CHEMBL3612846,21.0,nM,Nc1ncc(-c2cnn(CCC(=O)O)c2)c2scc(-c3ccc(Oc4ccccc4)cc3)c12,7.677780705,456.12561149999993,7,2,5.676000000000003,True,0,0.0
1704,CHEMBL3402576,21.3,nM,Cn1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)n1,7.671620397,506.18665219600007,7,2,4.838300000000004,True,0,0.0
1707,CHEMBL4216036,22.0,nM,Nc1nc2c(s1)CC(n1nc(-c3cc(F)c4[nH]ccc4c3)c3c(N)ncnc31)CC2,7.657577319,420.1280917640001,8,3,3.464600000000001,True,0,0.0
1708,CHEMBL4647342,22.0,nM,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)CC2CC2)c1=O,7.657577319,515.2532545359999,7,2,3.2649000000000017,True,0,0.0
1710,CHEMBL3665116,22.0,nM,Cc1c(-c2cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c(=O)n(C)c2)cccc1N1CNc2cc(N(C)C)ccc2C1=O,7.657577319,593.2750526000001,9,2,4.067520000000003,True,0,0.0
1714,CHEMBL3621516,22.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccc(F)cc4F)c23)CC1,7.657577319,448.171082384,3,2,3.7528000000000015,True,0,0.0
1724,CHEMBL3670079,22.9,nM,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)cccc1N1CCn2c(cc3ccccc32)C1=O,7.640164518,520.233522136,8,2,3.7459200000000017,True,0,0.0
1734,CHEMBL4248386,23.0,nM,C=CS(=O)(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)c1C,7.638272164,383.1303625320001,3,3,3.7442600000000015,True,0,0.0
1739,CHEMBL4069790,23.5,nM,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(C3CN(C4COC4)C3)cn2)c1=O,7.628932138,621.306352728,10,2,3.462900000000002,True,0,0.0
1749,CHEMBL4469132,24.0,nM,Cn1c2c(cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c1=O)-c1cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c1CC(O)C2,7.619788758,664.2809465040001,10,2,4.258500000000005,True,0,0.0
1751,CHEMBL3621501,24.0,nM,Cc1ccccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,7.619788758,426.205576072,3,2,3.783020000000003,True,0,0.0
1759,CHEMBL3402588,24.8,nM,O=c1c2c(F)cc(C3CC3)cc2ccn1-c1cccc(-c2ncnc3[nH]c(C4=CCN(C5COC5)CC4)cc23)c1CO,7.605548319,563.2332680400002,7,2,4.925700000000005,True,0,0.0
1761,CHEMBL4113153,24.9,nM,Nc1nccn2c([C@H]3CN4C(=O)OC[C@H]4CO3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.603800653,539.15288678,9,2,3.536700000000001,True,0,0.0
1767,CHEMBL4759341,25.0,nM,Nc1nccn2c([C@H]3CN4C(=O)OC[C@@H]4CO3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.602059991,539.15288678,9,2,3.536700000000001,True,0,0.0
1770,CHEMBL3402586,25.2,nM,CNC(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)CC1,7.598599459,564.228517008,6,3,4.866300000000004,True,0,0.0
1773,CHEMBL3612844,25.5,nM,CNC(=O)CCn1cc(-c2cnc(N)c3c(-c4ccc(Oc5ccccc5)cc4)csc23)cn1,7.59345982,469.157245976,7,2,5.337400000000004,True,0,0.0
1778,CHEMBL4647569,26.0,nM,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)nc(NC(=O)[C@@H]2C[C@@H]2F)c1=O,7.585026652,536.198359752,9,2,2.7668,True,0,0.0
