,IDs,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
1635,CHEMBL4161110,17.7,nM,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc4ccc(-c5cn[nH]c5)cc4c32)c1,7.752026734,407.13822478400004,5,2,4.053500000000002,True
1636,CHEMBL5083645,17.7,nM,C=CC(=O)Nc1cccc(-n2c(=O)c(Oc3ccccc3)nc3cnc(Nc4ccc(OC)cc4)nc32)c1,7.752026734,506.1702531840001,9,2,4.844700000000002,True
1637,CHEMBL4107727,17.7,nM,CCNC(=O)Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.752026734,606.231471448,7,3,5.072200000000005,False
1638,CHEMBL2336005,17.7,nM,Oc1cccc(Nc2ccnc3cc(-c4cccc(CN5CCOCC5)c4)sc23)c1,7.752026734,417.151097976,6,2,5.244700000000004,True
1639,CHEMBL3400979,17.8,nM,CN(C)C(=O)c1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)cc1,7.749579998,573.2176179759999,6,2,5.806600000000006,False
1640,CHEMBL4868899,17.9,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(CC)ccn3)cc2)c(C(N)=O)n1N,7.747146969,499.2331877880001,7,3,2.6494,True
1641,CHEMBL3263656,18.0,nM,Cc1c(NC(=O)Nc2ccccc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,7.744727495,548.2284367560001,7,4,5.188320000000004,False
1642,CHEMBL5177608,18.0,nM,O=C1[C@H](Nc2cc(Cl)c(F)c(Cl)c2)CCCN1[C@@H]1CCCN(c2ncnc3[nH]ncc23)C1,7.744727495,477.12469190400014,6,2,3.870700000000002,True
1643,CHEMBL3290137,18.0,nM,Cc1ccc(NC(=O)c2cc(Cl)cc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,7.744727495,540.1288362200002,6,4,6.287620000000003,False
1644,CHEMBL3290146,18.0,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2cccc(NC(=O)Cn3sc4ccccc4c3=O)c2)nc1,7.744727495,697.1719079720001,9,4,7.0671200000000045,False
1645,CHEMBL3665117,18.0,nM,Cc1c(-c2cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c(=O)n(C)c2)cccc1N1CNc2cc(C(C)(C)O)ccc2C1=O,7.744727495,608.2747182520001,9,3,4.228920000000003,True
1646,CHEMBL3953494,18.0,nM,C=CC(=O)N1CC(C2CCNc3c(C(N)=O)c(-c4ccc(OCc5ccccn5)cc4)nn32)C1,7.744727495,458.206638692,7,2,2.6241000000000003,True
1647,CHEMBL5198054,18.0,nM,CC#CC(=O)N1CCCC1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,7.744727495,465.1913229760001,7,2,3.3126000000000015,True
1648,CHEMBL3699643,18.0,nM,Cc1cc(Nc2cc(-c3cccc(N4Cc5cc(C(C)(C)C)sc5C4=O)c3C)n[nH]c2=O)no1,7.744727495,475.16781066,7,2,5.304740000000004,True
1649,CHEMBL4537274,18.0,nM,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccc(C)cc3)cc2)CC1,7.744727495,443.232125168,6,2,4.663020000000003,True
1650,CHEMBL4086354,18.1,nM,O=c1c2c(F)cc(C3CC3)cc2ccn1-c1cccc(-c2ccnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)cc23)c1CO,7.742321425,600.2536691360001,6,2,6.542000000000008,False
1651,CHEMBL4850186,18.1,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C)ccn3)cc2)c(C(N)=O)n1N,7.742321425,473.21753772400007,7,3,2.5581199999999993,True
1652,CHEMBL4227768,18.1,nM,C=CC(=O)N1CCC[C@@H](n2nc(C#CCNc3ccccc3)c3c(N)ncnc32)C1,7.742321425,401.1964083560001,7,2,2.2216000000000005,True
1653,CHEMBL4225328,18.11,nM,C=CC(=O)N1CCC[C@@H](n2nc(C#CCOc3cccc(Cl)c3)c3c(N)ncnc32)C1,7.74208155,436.14145159200007,7,1,2.8419,True
1654,CHEMBL3402569,18.2,nM,O=C(c1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)cc1)N1CCOCC1,7.739928612,615.2281826600001,7,2,5.577200000000007,False
1655,CHEMBL3649454,18.23,nM,Cn1cc(-c2cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)nc1C(N)=O,7.739213331,449.186317848,7,2,2.8140000000000005,True
1656,CHEMBL4459604,18.4,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)CSC(=S)NCc4cccnc4)cc3)ncc2F)c1,7.735182177,588.1525922600001,9,5,5.368800000000002,False
1657,CHEMBL4846437,18.4,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccc(C)cn3)cc2)c(C(N)=O)n1N,7.735182177,473.21753772400007,7,3,2.5581199999999993,True
1658,CHEMBL4435537,18.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCSC(=S)NCc4ccccn4)cc3)ncc2F)c1,7.732828272,575.1573432920002,9,4,5.8091000000000035,False
1659,CHEMBL4855655,18.7,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3nccs3)cc2)c(C(N)=O)n1N,7.728158393,465.15830859600004,8,3,2.3111999999999995,True
1660,CHEMBL4545868,18.8,nM,C=CC(=O)N1CC[C@@H](n2nc(C#CCOc3ccccc3)c3c(N)ncnc32)C1,7.725842151,388.16477388000004,7,1,1.7984000000000002,True
1661,CHEMBL4867982,18.9,nM,C=CC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(CC)ccn4)cc3)c(C(N)=O)n2N)C1,7.723538196,487.23318778800007,7,3,2.4645,True
1662,CHEMBL3929088,19.0,nM,C=CC(=O)N(C)c1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccc(F)cc4)cc3)nn21,7.721246399,511.201967912,6,2,5.134200000000004,False
1663,CHEMBL3955025,19.0,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCc1cc([N+](=O)[O-])ccc1-2,7.721246399,441.143704088,7,2,4.306700000000003,True
1664,CHEMBL3621514,19.0,nM,Cc1c(N)cccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,7.721246399,441.21647510400004,4,3,3.3652200000000017,True
1665,CHEMBL505896,19.0,nM,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,7.721246399,610.25914844,9,0,5.627400000000007,False
1666,CHEMBL3980902,19.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCNCC3)cc12,7.721246399,483.2434388000001,4,3,5.998920000000005,True
1667,CHEMBL4739958,19.0,nM,C=CC(=O)N1CCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,7.721246399,523.2383534200001,4,2,6.0941200000000055,False
1668,CHEMBL3263639,19.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(N3CCNCC3)cc2)c2ncn(C)c2n1,7.721246399,574.3168578360002,8,3,6.041720000000005,False
1669,CHEMBL4074840,19.0,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCCC1,7.721246399,631.315854792,6,3,7.014620000000007,False
1670,CHEMBL5196798,19.0,nM,O=C(CNc1cc(Cl)cc(Cl)c1)NC1CCCN(c2ncnc3[nH]ccc23)C1,7.721246399,418.10756462000006,5,3,3.461800000000002,True
1671,CHEMBL1916717,19.1,nM,CCN(C(=O)/C=C/CN(C)C)c1cc2c(cc1OC)nc(Nc1ccccc1C)c1cncn12,7.718966633,458.24302420000004,7,1,4.413820000000004,True
1672,CHEMBL4861647,19.1,nM,C=CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1,7.718966633,427.164439532,5,2,3.3324000000000016,True
1673,CHEMBL4166849,19.1,nM,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc4ccc(-c5ccc(N)nc5)cc4c32)c1,7.718966633,433.15387484800004,6,2,4.307600000000002,True
1674,CHEMBL4852748,19.4,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(Cl)ccn3)cc2)c(C(N)=O)n1N,7.71219827,505.1629153080001,7,3,2.7403999999999997,True
1675,CHEMBL3647971,20.0,nM,C/C=C/C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,7.698970004,454.21172407200004,7,1,4.607400000000003,True
1676,CHEMBL4085200,20.0,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)CN(CCOC)CCOC)c(C)c3)ncc2Cl)c1,7.698970004,567.236080248,9,4,4.583420000000004,True
1677,CHEMBL4448363,20.0,nM,O=C(Nc1cccc(C2CCCN(c3ncnc4[nH]ccc34)C2)c1)Nc1ccccc1N1CCCC1,7.698970004,481.25900861200006,5,3,5.5861000000000045,True
1678,CHEMBL3746820,20.0,nM,Cc1ccc(-c2cn(C)c(=O)c(Nc3ccc(C4C(=O)N(C)CCN4C)cc3)n2)c(C)c1NC(=O)c1cc2c(s1)CCCC2,7.698970004,610.2726100760001,8,2,5.445240000000005,False
1679,CHEMBL3401292,20.0,nM,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc([C@H]3C(=O)N(C)CCN3C)cc2)n1,7.698970004,596.256960012,8,2,5.136820000000005,False
1680,CHEMBL3290134,20.0,nM,Cc1ccc(NC(=O)c2cccc(Cl)c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,7.698970004,472.1414515920001,6,4,5.268820000000003,True
1681,CHEMBL3746971,20.0,nM,Cc1ccc(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)c(C)c1NC(=O)c1cc2ccccc2s1,7.698970004,525.194694104,8,3,4.906240000000003,True
1682,CHEMBL5187230,20.0,nM,Cc1ccc(Nc2cc(-c3ccnc(-n4ncc5cc(C(C)(C)C)cc(F)c5c4=O)c3CO)cn(C)c2=O)nc1,7.698970004,540.2285170079999,9,2,4.522320000000003,True
1683,CHEMBL3950134,20.0,nM,Cc1c(-c2ncnc3[nH]c(-c4ccc(C(=O)N5CCN(C)CC5)cc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,7.698970004,612.284889012,6,1,5.904520000000006,False
1684,CHEMBL3652649,20.0,nM,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc1C(N)=O,7.698970004,449.18631784799993,7,2,2.814,True
1685,CHEMBL3895297,20.0,nM,C=CC(=O)N1CCc2[nH]c3c(C(N)=O)c(-c4ccc(OCc5ccccc5)cc4)nn3c2C1,7.698970004,441.1800895960001,5,2,3.078000000000002,True
1686,CHEMBL4114819,20.0,nM,CC(C)(N)/C=C(\C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3cccc(F)c3F)cc2F)c2c(N)ncnc21,7.698970004,576.220906764,9,2,4.4633800000000035,True
1687,CHEMBL4216909,20.2,nM,Cn1cc(Nc2nc(N)cc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cc1C#N,7.694648631,521.197551228,9,3,4.492480000000003,True
1688,CHEMBL3889963,20.4,nM,CC(C)/C=C(/C#N)C(=O)N1CC(Cn2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,7.690369833,511.21320129200006,8,1,4.571280000000003,True
1689,CHEMBL3702842,20.4,nM,CC(C)/C=C(\C#N)C(=O)N1CC(Cn2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,7.690369833,511.21320129200006,8,1,4.571280000000003,True
1690,CHEMBL4083867,20.6,nM,Cn1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ccnc3[nH]2)n1,7.68613278,505.191403228,6,2,5.443300000000004,False
1691,CHEMBL4278325,20.8,nM,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N(C)CCN(C)C)cc4OC)nc32)c1,7.681936665,572.2859516320001,11,2,3.397800000000002,False
1692,CHEMBL4228086,20.85,nM,C=CC(=O)N1CCC[C@@H](n2nc(C#CCOc3cccc(C)c3)c3c(N)ncnc32)C1,7.680893941,416.19607400800004,7,1,2.4969200000000003,True
1693,CHEMBL5206888,21.0,nM,COCCN1CCn2nc(Nc3cc(-c4ccnc(N5CCn6c(cc7c6CC(C)(C)C7)C5=O)c4CO)cn(C)c3=O)cc2C1,7.677780705,612.31725176,11,2,2.928400000000001,False
1694,CHEMBL4076543,21.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cc(Nc2ccc(C(=O)N3CCOCC3)cc2)c(=O)n(C)c1,7.677780705,578.289305696,6,2,6.126520000000006,False
1695,CHEMBL4542934,21.0,nM,C=CC(=O)N[C@@H]1CC[C@H](Nc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)C1,7.677780705,415.20082504,6,3,4.1533000000000015,True
1696,CHEMBL4088999,21.0,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCCC(O)C1,7.677780705,661.326419476,7,4,6.375520000000007,False
1697,CHEMBL4791249,21.0,nM,C=CC(=O)Nc1cccc(Nc2ncnc(Nc3ccc(C(=O)N4CCCCC4)cc3)n2)c1,7.677780705,443.20697304000004,7,3,4.109400000000003,True
1698,CHEMBL3958000,21.0,nM,Cc1c(-c2ncnc3[nH]c(-c4ccc(N5CCN(C)CC5)cc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,7.677780705,584.289974392,6,1,6.268720000000006,False
1699,CHEMBL3919539,21.0,nM,C=CC(=O)Nc1ccc2c(c1)c(=O)[nH]c1c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn12,7.677780705,465.14370408800005,6,3,3.858500000000001,True
1700,CHEMBL3987117,21.0,nM,Cc1c(-c2ncnc3[nH]c(-c4ccc(C(=O)N5CCC(O)CC5)cc4)cc23)cccc1N1CCc2cc(C3CC3)ccc2C1=O,7.677780705,597.27398998,5,2,6.277520000000006,False
1701,CHEMBL5076817,21.0,nM,Cn1cc(Nc2nccc(-c3ccc4c(c3)CCCC[C@H]4NC(=O)c3nc(C(C)(C)C)no3)n2)cn1,7.677780705,486.2491722000001,9,2,4.498700000000003,True
1702,CHEMBL3612846,21.0,nM,Nc1ncc(-c2cnn(CCC(=O)O)c2)c2scc(-c3ccc(Oc4ccccc4)cc3)c12,7.677780705,456.12561149999993,7,2,5.676000000000003,True
1703,CHEMBL3358395,21.0,nM,Cn1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)cc(Nc2ccc(C3CCN(C4COC4)CC3)cn2)c1=O,7.677780705,647.290782916,9,2,5.582000000000006,False
1704,CHEMBL3402576,21.3,nM,Cn1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)n1,7.671620397,506.18665219600007,7,2,4.838300000000004,True
1705,CHEMBL3972321,21.6,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCP(=O)(OCC)OCC)cc3)ncc2F)c1,7.665546249,543.204683942,9,3,6.262400000000005,False
1706,CHEMBL4285217,21.8,nM,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(CCC)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,7.661543506,570.2703015680001,11,2,2.980900000000001,False
1707,CHEMBL4216036,22.0,nM,Nc1nc2c(s1)CC(n1nc(-c3cc(F)c4[nH]ccc4c3)c3c(N)ncnc31)CC2,7.657577319,420.1280917640001,8,3,3.464600000000001,True
1708,CHEMBL4647342,22.0,nM,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)CC2CC2)c1=O,7.657577319,515.2532545359999,7,2,3.2649000000000017,True
1709,CHEMBL3960361,22.0,nM,CCN1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,7.657577319,552.253669136,5,2,5.886900000000007,False
1710,CHEMBL3665116,22.0,nM,Cc1c(-c2cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c(=O)n(C)c2)cccc1N1CNc2cc(N(C)C)ccc2C1=O,7.657577319,593.2750526000001,9,2,4.067520000000003,True
1711,CHEMBL3290151,22.0,nM,C=CC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4ccc5ccccc5c4)ccc3C)cn2)c1,7.657577319,542.2066386920001,6,4,6.310920000000005,False
1712,CHEMBL4776688,22.0,nM,N#C/C(=C\C1CC1)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c32)C1,7.657577319,521.2175377240001,8,2,4.184580000000002,True
1713,CHEMBL3966346,22.0,nM,O=C1c2c(F)cc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(C4=CCN(C5COC5)CC4)cc23)c1CO,7.657577319,580.2485837560001,6,2,5.265800000000006,False
1714,CHEMBL3621516,22.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccc(F)cc4F)c23)CC1,7.657577319,448.171082384,3,2,3.7528000000000015,True
1715,CHEMBL4224933,22.18,nM,C=CC(=O)N1CCC[C@@H](n2nc(CCCOc3ccccc3)c3c(N)ncnc32)C1,7.654038458,406.21172407200004,7,1,2.7696000000000005,True
1716,CHEMBL3926657,22.2,nM,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)/C=C/c2c[nH]cn2)C1,7.653647026,506.2178720720001,8,2,4.467800000000002,True
1717,CHEMBL5089407,22.3,nM,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCOCCNC(=O)N[C@H]4CC[C@@H](Nc5ncnc6[nH]cc(C(=O)c7ccc(Oc8ccccc8)cc7Cl)c56)CC4)c3C2=O)C(=O)N1,7.651695137,935.3369164800001,14,6,5.220000000000005,False
1718,CHEMBL4087240,22.4,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC4CCCO4)cc3)ncc2F)c1,7.649751982,449.186317848,7,3,4.785200000000003,True
1719,CHEMBL4878506,22.6,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C(C)C)ccn3)cc2)c(C(N)=O)n1N,7.645891561,501.24883785200007,7,3,3.3731,True
1720,CHEMBL4087694,22.6,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)CN(CCOC)CCOC)cc3)ncc2Cl)c1,7.645891561,553.220430184,9,4,4.275000000000003,True
1721,CHEMBL4854853,22.6,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(Br)ccn3)cc2)c(C(N)=O)n1N,7.645891561,549.112399728,7,3,2.8495,True
1722,CHEMBL4866645,22.7,nM,CNC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1C(=O)[C@@H](Cc1ccccc1)NC(=O)c1c[nH]c(C(N)=O)c1,7.643974143,512.217203376,4,5,1.6354999999999995,True
1723,CHEMBL4861285,22.8,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccc(C#N)cc4)ccn3)cc2)c(C(N)=O)n1N,7.642065153,572.2284367560001,8,3,3.625680000000001,True
1724,CHEMBL3670079,22.9,nM,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)cccc1N1CCn2c(cc3ccccc32)C1=O,7.640164518,520.233522136,8,2,3.7459200000000017,True
1725,CHEMBL4513614,23.0,nM,C=CC(=O)N1CC(Oc2c(N)ncnc2-c2cc(F)cc(NC(=O)c3ccc(C(C)(C)O)cc3F)c2C)C1,7.638272164,523.2031107839999,7,3,3.5677200000000022,True
1726,CHEMBL4550271,23.0,nM,C=CC(=O)Nc1cccc(Oc2ncncc2-c2ccc(Oc3ccccc3)cc2)c1,7.638272164,409.14264146799997,5,1,5.852700000000004,True
1727,CHEMBL3982378,23.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCSCC3)cc12,7.638272164,500.20461076800007,4,2,7.1425200000000055,False
1728,CHEMBL3905197,23.0,nM,CC(=O)c1ccc(C(=O)Nc2cc(F)cc(-c3ncnc4[nH]c(C5=CCN(C(=O)N(C)C)CC5)cc34)c2C)cc1,7.638272164,540.228517008,5,2,5.298020000000005,False
1729,CHEMBL4248271,23.0,nM,C=CC(=O)N(C)c1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)c1,7.638272164,427.18959165999996,3,3,4.463200000000003,True
1730,CHEMBL4117175,23.0,nM,Cn1nc(-c2cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(Nc2ccc(C(=O)N3CCOCC3)cn2)c1=O,7.638272164,639.260545408,11,2,3.686300000000002,False
1731,CHEMBL4128567,23.0,nM,C=CC(=O)Nc1cccc(-n2c(=O)n(CCc3ccccc3)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1,7.638272164,660.31725176,11,2,4.592200000000004,False
1732,CHEMBL5094253,23.0,nM,O=C1CCC(N2C(=O)c3cccc(NCCCCNC(=O)N[C@H]4CC[C@@H](Nc5ncnc6[nH]cc(C(=O)c7ccc(Oc8ccccc8)cc7Cl)c56)CC4)c3C2=O)C(=O)N1,7.638272164,831.2895723640002,11,6,5.950400000000005,False
1733,CHEMBL3904945,23.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,7.638272164,554.2805525800001,4,2,6.392920000000007,False
1734,CHEMBL4248386,23.0,nM,C=CS(=O)(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)c1C,7.638272164,383.13036253200005,3,3,3.7442600000000015,True
1735,CHEMBL3964516,23.0,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1[nH]c1cc(N)ccc12,7.638272164,383.13822478400004,5,3,3.9560000000000013,True
1736,CHEMBL5184628,23.2,nM,C=CC(=O)N1CCC(CNc2ncnc3[nH]cc(C(=O)N4CC(OC(C)C)C4)c23)CC1,7.634512015,426.23793881999995,6,2,2.043799999999999,True
1737,CHEMBL4229083,23.2,nM,C=CC(=O)N1CCC[C@@H](n2nc(/C=C\COc3ccccc3)c3c(N)ncnc32)C1,7.634512015,404.19607400800004,7,1,2.8502,True
1738,CHEMBL4548939,23.3,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCSC(=S)N(CC)CC)cc3)ncc2F)c1,7.632644079,540.1777443880001,8,3,5.966100000000004,False
1739,CHEMBL4069790,23.5,nM,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(C3CN(C4COC4)C3)cn2)c1=O,7.628932138,621.306352728,10,2,3.462900000000002,True
1740,CHEMBL4204398,23.6,nM,C=CC(=O)NCC(=O)NC1Cn2c(c(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1=C,7.627087997,480.19098862800007,7,3,3.286600000000001,True
1741,CHEMBL4111257,23.7,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3OC3CCCC3)c12,7.625251654,619.251872544,8,2,5.834400000000006,False
1742,CHEMBL4435828,23.7,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)CCSC(=S)NCc4cccnc4)cc3)ncc2F)c1,7.625251654,602.168242324,9,5,5.758900000000003,False
1743,CHEMBL4215470,23.8,nM,C=CC(=O)NC1(C(=O)NC2Cn3c(c(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2=C)CC1,7.623423043,506.20663869200007,7,3,3.819200000000002,True
1744,CHEMBL4097689,23.8,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NS(=O)(=O)c4ccc(OC)cc4)cc3)ncc2[N+](=O)[O-])c1,7.623423043,561.1430524559999,10,4,4.805900000000002,True
1745,CHEMBL3809874,23.9,nM,C=CC(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,7.621602099,456.19098862800007,8,1,3.3062000000000014,True
1746,CHEMBL3897842,24.0,nM,Nc1ccc2c(c1)CC(n1nc(-c3cc(F)c4c(c3)NCCO4)c3c(N)ncnc31)C2,7.619788758,417.17133648000004,8,3,2.941,True
1747,CHEMBL5083772,24.0,nM,Cn1cc(Nc2nccc(-c3ccc4c(c3)CN(C3COC3)CC[C@H]4NC(=O)c3cn(C(C)(C)C)nn3)n2)cn1,7.619788758,542.2866203280001,11,2,3.0428000000000006,False
1748,CHEMBL4633295,24.0,nM,C=CC(=O)NCCOc1cc(C(OC2CCOCC2)c2ccccc2)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12,7.619788758,586.239161944,5,3,6.614800000000006,False
1749,CHEMBL4469132,24.0,nM,Cn1c2c(cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c1=O)-c1cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c1CC(O)C2,7.619788758,664.2809465040001,10,2,4.258500000000005,True
1750,CHEMBL3912276,24.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ncnc2[nH]c(C3=CC[S+]([O-])CC3)cc12,7.619788758,498.2089472,4,2,6.018920000000005,True
1751,CHEMBL3621501,24.0,nM,Cc1ccccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,7.619788758,426.20557607200004,3,2,3.783020000000003,True
1752,CHEMBL3290140,24.0,nM,Cc1ccc(NC(=O)/C=C/c2ccccc2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,7.619788758,464.1960740080001,6,4,5.0150200000000025,True
1753,CHEMBL3921217,24.0,nM,CC(C)(C)c1ccc(C(=O)Nc2cccc(-c3ncnc4[nH]c(C5=CCC6(CC5)OCCO6)cc34)c2CO)cc1,7.619788758,538.2580055679999,6,3,5.9774000000000065,False
1754,CHEMBL3940302,24.0,nM,C=CC(=O)NCC1CCNc2c(C(N)=O)c(-c3ccc(OCc4ccccc4)cc3)nn21,7.619788758,431.1957396600001,6,3,2.8869000000000016,True
