,IDs,IC50,units,smiles,pIC50
2270,CHEMBL4870651,121,nM,C=CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(C)cc5)cc4)[nH]c23)CC1,6.91721463
2271,CHEMBL4075845,121.1,nM,CC1C=C(c2ccnc(N3CCc4c(sc5c4CCCC5)C3=O)c2CO)C=C(Nc2ccc(N3CCN(C4COC4)CC3)cc2)C1=O,6.916855857
2272,CHEMBL4457802,122.6,nM,Nc1ncnc2c1c(-c1ccc3c(c1)OCO3)cn2C[C@@H]1CCN(C[C@@H]2CO2)C1,6.91150953
2273,CHEMBL4211185,123,nM,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCc2ccccc21,6.910094889
2274,CHEMBL3910506,124,nM,N#CN1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,6.906578315
2275,CHEMBL3358401,124,nM,CN1CCN(c2ccc(Nc3cc(-c4cccc(-n5ccc6cc(C7CC7)ncc6c5=O)c4CO)cn(C)c3=O)nc2)CC1,6.906578315
2276,CHEMBL3665118,124,nM,Cc1c(-c2cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c(=O)n(C)c2)cccc1-n1ncc2cc(N(C)C)ccc2c1=O,6.906578315
2277,CHEMBL4549348,125,nM,COc1ccc(-c2cnc3oc4ccc(=O)n(-c5ccc(NC(=O)CN6CCCCC6)cc5)c4c3c2)cn1,6.903089987
2278,CHEMBL4454876,125.2,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCSC(=S)N(CCCC)CCCC)cc3)ncc2F)c1,6.902395671
2279,CHEMBL3263638,126,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)NCCO)cc2)c2ncn(C)c2n1,6.899629455
2280,CHEMBL447602,126,nM,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)nc3)ccnc2cc1OCCCN1CCOCC1,6.899629455
2281,CHEMBL4245422,126.4,nM,C=CC(=O)N1CCC(n2nc(-c3cnn(CCOC)c3)c3c(N)ncnc32)C1,6.898252926
2282,CHEMBL3621509,127,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccc(Oc5ccccc5)cc4)c23)CC1,6.896196279
2283,CHEMBL4076040,127,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCN(C)CC1,6.896196279
2284,CHEMBL4868737,129,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccc(C)cn3)cc2)c(C(N)=O)n1N,6.88941029
2285,CHEMBL4870437,129,nM,C=CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1,6.88941029
2286,CHEMBL3649453,129.9,nM,CC(C)(C)c1cc(F)c2c(=O)n(-c3cccc(-c4nc(C(N)=O)cs4)c3CO)ncc2c1,6.886390849
2287,CHEMBL3937490,130,nM,Cc1c(-c2ncnc3[nH]c(-c4ccc(C(=O)N5CCOCC5)cc4)cc23)cccc1N1CCc2cc(C3CC3)ccc2C1=O,6.886056648
2288,CHEMBL3941442,130,nM,C=CC(=O)N1CCC2(CC1)C(=O)Nc1c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn12,6.886056648
2289,CHEMBL3401275,130,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)nc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,6.886056648
2290,CHEMBL5176639,130,nM,O=C1Cc2c(ncnc2N2CCC[C@@H](NC(=O)CNc3cc(Cl)cc(Cl)c3)C2)N1,6.886056648
2291,CHEMBL4447148,130.6,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCCSC(=S)N4CCN(C(C)C)CC4)cc3)ncc2F)c1,6.884056823
2292,CHEMBL3746854,132,nM,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)ccc(F)c1NC(=O)c1cc2ncccc2s1,6.879426069
2293,CHEMBL3290118,133,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccccc2)nc1,6.876148359
2294,CHEMBL4646281,133,nM,C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12,6.876148359
2295,CHEMBL4543872,134,nM,CN1CCN(c2ccc(Nc3nc(-c4cccc(NC(=O)c5ccc(Cl)cc5)c4)sc3C(=O)O)cc2)CC1,6.872895202
2296,CHEMBL4112704,135.3,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3OC3CCCCC3)c12,6.868702203
2297,CHEMBL3400977,135.5,nM,Nc1cccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)c1,6.868060705
2298,CHEMBL4246563,136,nM,C=CC(=O)Nc1ccc(-n2c(=O)ccc3oc4ccc(-c5cccnc5)cc4c32)cc1,6.866461092
2299,CHEMBL3605111,137,nM,CNC(=O)Cn1cc(-c2cnc(N)c3c(-c4ccc(C(=O)Nc5ccccc5)cc4)csc23)cn1,6.863279433
2300,CHEMBL3914067,137,nM,Cc1c(-c2ncnc3[nH]c(-c4ccc(C(=O)N5CCCC5)cc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,6.863279433
2301,CHEMBL4635070,138,nM,C=CC(=O)NCCOc1cc(Cc2cccc(OC)c2)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12,6.860120914
2302,CHEMBL4095477,139,nM,Cn1cc(-c2cccc(N3Cc4nc(C(C)(C)C)sc4C3=O)c2CO)cc(Nc2ccncn2)c1=O,6.8569852
2303,CHEMBL4247514,139,nM,COc1ccc(-c2ccc3oc4ccc(=O)n(-c5ccc(NC(=O)CN6CCN(C)CC6)cc5)c4c3c2)cn1,6.8569852
2304,CHEMBL4204802,140,nM,Nc1nc(Nc2ccc(N3CCOCC3)cc2)nc(-c2cccc(NC(=O)c3ccc(C4CC4)cc3)c2CO)n1,6.853871964
2305,CHEMBL3263642,140,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2ncn(CCc3ccccc3)c2n1,6.853871964
2306,CHEMBL4435444,140,nM,CC(C)(C)c1ccccc1NC(=O)Nc1cccc(C2CCCN(c3ncnc4[nH]ccc34)C2)c1,6.853871964
2307,CHEMBL4115692,140,nM,N#C/C(=C\C1CC1)C(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3ccc(F)c(F)c3)cc2)c2c(N)ncnc21,6.853871964
2308,CHEMBL3896294,140,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1[nH]c1cnccc12,6.853871964
2309,CHEMBL3971384,140,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(S(=O)(=O)N(C)C)CC3)cc12,6.853871964
2310,CHEMBL3961123,140,nM,C=CC(=O)N1CCC(C2CCNc3c(C(N)=O)c(-c4ccccc4)nn32)CC1,6.853871964
2311,CHEMBL4755663,142,nM,CC(C)(C)c1ccc(C(=O)NCc2ccc(-c3ncnc4[nH]ccc34)cc2)cc1,6.847711656
2312,CHEMBL4851021,142,nM,C=CC(=O)N1CC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1,6.847711656
2313,CHEMBL3914552,142,nM,Nc1ncnc2c1c(-c1cc(O)cc(Cl)c1)nn2C1Cc2ccccc2C1,6.847711656
2314,CHEMBL3966506,143,nM,Cc1c(-c2ncnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)cc23)cccc1N1CCc2cc(C3CC3)ccc2C1=O,6.844663963
2315,CHEMBL3263635,143,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)OCCN(C)C)cc2)c2ncn(C)c2n1,6.844663963
2316,CHEMBL2057921,144,nM,Cc1c(NC(=O)c2ccc(N(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nccn2n1,6.841637508
2317,CHEMBL3621502,144,nM,COc1ccccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,6.841637508
2318,CHEMBL4114105,144.2,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4nc(C(F)(F)F)c[nH]4)cc3)c12,6.84103474
2319,CHEMBL4129607,145,nM,C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCC(N6CCN(C)CC6)CC5)cc4OC)nc32)c1,6.838631998
2320,CHEMBL5204295,145.1,nM,Cc1ccc(NC(=O)c2ccc3cc(Br)ccc3c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,6.838332588
2321,CHEMBL4795828,146,nM,C=CC(=O)Nc1cc(Nc2ncnc(Nc3ccc(C(=O)N4CCCCC4)cc3)n2)ccc1C,6.835647144
2322,CHEMBL4466633,148,nM,Cn1c2c(cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c1=O)-c1cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c1C[C@@H](O)C2,6.829738285
2323,CHEMBL4865458,149,nM,C=CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5F)cc4)[nH]c23)C1,6.826813732
2324,CHEMBL3906908,150,nM,C=CC(=O)Nc1cccc(-c2cn3nc(-c4ccc(Oc5ccccc5)cc4)c(C(N)=O)c3[nH]2)c1,6.823908741
2325,CHEMBL3401278,150,nM,Cc1c(NC(=O)c2cc3c(s2)CCOC3)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,6.823908741
2326,CHEMBL3263313,150,nM,Cn1cnc2c(Nc3ccc(C(=O)N4CCOCC4)cc3)nc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3)cc21,6.823908741
2327,CHEMBL4455455,150,nM,CN(C)CC(=O)Nc1ccc(-n2c(=O)ccc3oc4ccc(-c5ccc(O)cc5)cc4c32)cc1,6.823908741
2328,CHEMBL4539748,150,nM,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccc(F)cc3)cc2)CC1,6.823908741
2329,CHEMBL3401270,150,nM,Cc1c(NC(=O)c2ccc(C(C)(C)O)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,6.823908741
2330,CHEMBL4861061,150,nM,C=CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)CC1,6.823908741
2331,CHEMBL4553092,150,nM,COc1ccc(-c2cnc3oc4ccc(=O)n(-c5ccc(NC(=O)CN(C)C)cc5)c4c3c2)cn1,6.823908741
2332,CHEMBL4091764,153,nM,COc1ccc(-c2n[nH]c(NCc3c(F)cccc3Cl)n2)cc1OC,6.815308569
2333,CHEMBL4871640,153,nM,CC#CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)C1,6.815308569
2334,CHEMBL5187334,153.3,nM,CC#CC(=O)N1CCCC(Nc2ncnc3[nH]cc(C(=O)N4CC(Oc5ccccc5)C4)c23)C1,6.814457845
2335,CHEMBL4443744,154.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCSC(=S)N4CCCC4)cc3)ncc2F)c1,6.811071516
2336,CHEMBL4866177,155,nM,CC#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(Br)cc5)cc4)[nH]c23)CC1,6.809668302
2337,CHEMBL4867619,155,nM,Cc1c(NC(=O)c2ccccc2)cccc1-c1cc2[nH]cnc2c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,6.809668302
2338,CHEMBL4873420,155,nM,CC#CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccc(OC)cc5)cc4)[nH]c23)CC1,6.809668302
2339,CHEMBL4175202,155,nM,C=CC(=O)N1CCc2ccc(-n3c(=O)ccc4cnc5ccc(-c6ccc(N7CCN(C)CC7)cc6)cc5c43)cc21,6.809668302
2340,CHEMBL4108219,155.3,nM,CCOC(=O)c1oc(NC(=O)c2ccc(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4ccnc(N)c34)cc2)nc1C(F)(F)F,6.808828544
2341,CHEMBL4639063,156.2,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3cc4c(cc3F)COB4O)ncc2C(F)(F)F)c1,6.80631897
2342,CHEMBL4249492,159,nM,C=CC(=O)N1CCCC(n2nc(-c3cnn(CCOC)c3)c3c(N)ncnc32)C1,6.798602876
2343,CHEMBL4455183,159,nM,CN1CCN(c2ccc(Nc3nc(-c4cccc(NC(=O)c5ccccc5)c4)sc3C(N)=O)cc2)CC1,6.798602876
2344,CHEMBL4763637,160,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)nn(C)c(=O)c32)C1,6.795880017
2345,CHEMBL4453568,160,nM,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2cc(F)c(Oc3ccccc3)cc2F)CC1,6.795880017
2346,CHEMBL5195259,160,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CN1CCN(CC(F)(F)F)CC1=O,6.795880017
2347,CHEMBL5089109,160,nM,CC(C)OC1C(C)N(C(=O)NC2CCCCc3cc(-c4ccnc(Nc5cnn(C)c5)n4)ccc32)C1C,6.795880017
2348,CHEMBL4584007,161,nM,CCOC(=O)c1sc(-c2cccc(NC(=O)c3ccco3)c2)nc1Nc1ccc(N2CCN(C)CC2)cc1,6.793174124
2349,CHEMBL4456471,161,nM,CN1CCC(Nc2ccc(C(=O)Nc3cc(-c4ccc5c(c4)OCO5)n[nH]3)cc2)CC1,6.793174124
2350,CHEMBL3895833,162,nM,COC1CN(C(=O)c2ccc(-c3cc4c(-c5cccc(N6CCOc7cc(C8CC8)ccc7C6=O)c5C)ncnc4[nH]3)cc2)C1,6.790484985
2351,CHEMBL4081428,163,nM,CCC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,6.787812396
2352,CHEMBL3290136,166,nM,Cc1ccc(NC(=O)c2cccc(F)c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,6.779891912
2353,CHEMBL4852053,166,nM,Cc1c(NC(=O)c2ccccn2)cccc1-c1cc2[nH]cnc2c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,6.779891912
2354,CHEMBL4086348,167,nM,CC1(C(=O)N2CC(c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,6.777283529
2355,CHEMBL4784149,167,nM,c1cc(N2CCOCC2)ccc1Nc1nc(-c2ccc3cn[nH]c3c2)nc2[nH]ncc12,6.777283529
2356,CHEMBL3263652,169,nM,Cc1c(NC(=O)C2CCCCC2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,6.772113295
2357,CHEMBL3908157,170,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1[nH]c1cccc(N)c12,6.769551079
2358,CHEMBL3263641,170,nM,CCCn1cnc2c(Nc3ccc(C(=O)N4CCOCC4)cc3)nc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)nc21,6.769551079
2359,CHEMBL4591391,170,nM,C=C(F)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,6.769551079
2360,CHEMBL4247992,170,nM,C=CC(=O)N(C)c1cccc(-c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)c1,6.769551079
2361,CHEMBL3358408,171,nM,Cc1c(-c2cc(Nc3ccc(N4CCN(C5COC5)CC4)cn3)c(=O)n(C)c2)cccc1-n1ccc2cc(C3CC3)cc(F)c2c1=O,6.76700389
2362,CHEMBL3928872,171,nM,Cc1c(-c2ncnc3[nH]c(-c4ccc(C(=O)N5CCCCC5)cc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,6.76700389
2363,CHEMBL3894476,175,nM,N#C/C(=C\C1CC1)C(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,6.756961951
2364,CHEMBL4856467,176,nM,C=CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c(C(N)=O)n1N,6.754487332
2365,CHEMBL4855796,176,nM,C=CC(=O)N1CCC(Cc2nc(-c3ccc(C(=O)Nc4ccccn4)cc3)c(C(N)=O)n2N)CC1,6.754487332
2366,CHEMBL4518667,176,nM,C=C(C)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,6.754487332
2367,CHEMBL3925929,176,nM,Nc1ccc2c(c1)CC(n1nc(-c3cc(F)c4c(c3)NCCO4)c3c(N)ncnc31)CC2,6.754487332
2368,CHEMBL3605103,176.2,nM,CCn1cc(-c2cnc(N)c3c(-c4ccc(Oc5ccccc5)cc4)csc23)cn1,6.753994096
2369,CHEMBL4848746,178,nM,CC#CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1,6.749579998
2370,CHEMBL4287216,180,nM,C=CC(=O)N[C@H]1CCN(c2ncc(C(N)=O)c(N)n2)C1,6.744727495
2371,CHEMBL3960383,180,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c3c([nH]c12)CCNCC3,6.744727495
2372,CHEMBL3954461,180,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCC21CCN(Cc2ccccc2)CC1,6.744727495
2373,CHEMBL5184493,180,nM,Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CN1CCN(CC2CCOC2)CC1=O,6.744727495
2374,CHEMBL4244148,180.3,nM,C=CC(=O)N1CCCC(n2nc(-c3cnn(C)c3)c3c(N)ncnc32)C1,6.744004273
2375,CHEMBL3984106,181,nM,Cc1c(-c2nc(N)nc3[nH]c(-c4ccc(N5CCOCC5)nc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,6.742321425
2376,CHEMBL4250380,183,nM,COc1ccc(-c2ccc3oc4ccc(=O)n(-c5ccc(NC(=O)CN6CCCC6)cc5)c4c3c2)cn1,6.73754891
2377,CHEMBL5188373,183,nM,COCC1CN(C2CCN(c3cc(OC)c(Nc4ncc(Br)c(Nc5ccc6c(c5P(C)(C)=O)OCCO6)n4)cc3C)CC2)C1,6.73754891
2378,CHEMBL3612994,183.3,nM,C=CC(=O)N1CC=C(c2cnc(N)c3c(-c4ccc(Oc5ccccc5)cc4)csc23)CC1,6.736837535
2379,CHEMBL31965,185,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,6.732828272
2380,CHEMBL4639739,186,nM,C=CC(=O)NCCOc1cc(Cc2ccccc2)cc2[nH]c(-c3n[nH]c4cc(-c5cn[nH]c5)ccc34)cc12,6.730487056
2381,CHEMBL4644593,187,nM,C=CC(=O)NCCOc1cc(Cc2ccccc2OC)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12,6.728158393
2382,CHEMBL4105457,187,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(N(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCC(O)CC1,6.728158393
2383,CHEMBL3685419,187,nM,C=CC(=O)Nc1cccc(-c2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3n[nH]cc23)c1,6.728158393
2384,CHEMBL3402353,189,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)NCCCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)cc2)n1,6.723538196
2385,CHEMBL3622195,189,nM,NC(=O)c1cc(-c2cccc(Cl)c2)cc2c1[nH]c1ccc(C(=O)N3CCOCC3)cc12,6.723538196
2386,CHEMBL3401280,190,nM,Cc1c(NC(=O)c2cc3n(c2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,6.721246399
2387,CHEMBL3358336,190,nM,CN(C)c1ccc2c(c1)CCN(c1cccc(-c3cc(Nc4ccc(N5CCOCC5)cn4)c(=O)n(C)c3)c1CO)C2=O,6.721246399
2388,CHEMBL4209148,190,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(N)nc(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,6.721246399
2389,CHEMBL3949342,190,nM,Cc1c(-c2ccnc3[nH]c(-c4ccc(CN5CCN(C)CC5)c(F)c4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,6.721246399
2390,CHEMBL3963772,190,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCc1ccc(N)cc1-2,6.721246399
2391,CHEMBL3899641,194,nM,Nc1nccn2c([C@H]3CC[C@@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4ccccn4)cc3)c12,6.71219827
2392,CHEMBL4093800,197,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)OC,6.705533774
2393,CHEMBL3402577,197.4,nM,COc1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)cn1,6.704652852
2394,CHEMBL4551429,200,nM,O=C(Nc1cccc(C2CCCN(c3ncnc4[nH]ccc34)C2)c1)Nc1ccccc1C1CC1,6.698970004
2395,CHEMBL3949083,200,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCC2c1ccccc1N,6.698970004
2396,CHEMBL4639728,200,nM,CC(C)C(=O)Nc1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cn(C)c1=O,6.698970004
2397,CHEMBL3358337,200,nM,CN(C)c1ccc2c(c1)CCN(c1cc(F)cc(-c3cc(Nc4ccc(N5CCOCC5)cn4)c(=O)n(C)c3)c1CO)C2=O,6.698970004
2398,CHEMBL4241577,200,nM,COc1ccc(-c2ccc3oc4ccc(=O)n(-c5ccc(NC(=O)CN6CCOCC6)cc5)c4c3c2)cn1,6.698970004
2399,CHEMBL4249247,200,nM,C=CC(=O)NCc1cccc(-c2ccc(C(N)=O)c3[nH]c4c(c23)CCC(C(C)(C)O)C4)c1,6.698970004
2400,CHEMBL5169523,202,nM,Cc1ccc(NC(=O)c2ccc3cnccc3c2)cc1C(=O)Nc1cnc(Nc2cccc(NC3CCN(C(=O)/C=C/CN(C)C)CC3)c2)nc1,6.694648631
2401,CHEMBL4249310,203.1,nM,C=CC(=O)N1CCC(n2nc(-c3cnn(C)c3)c3c(N)ncnc32)C1,6.692290077
2402,CHEMBL4454852,206,nM,CN1CCN(c2ccc(Nc3nc(-c4cccc(NC(=O)c5ccc(C(F)(F)F)cc5)c4)sc3C(N)=O)cc2)CC1,6.68613278
2403,CHEMBL3400826,208,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cn(C)c(=O)c(Nc2ccc(C(=O)NCCCNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)cc2)n1,6.681936665
2404,CHEMBL3949596,208,nM,Cc1c(-c2ncnc3[nH]c(-c4ccc(C(=O)N5CCN(C)CC5)cc4)cc23)cccc1N1CCc2cc(C3CC3)ccc2C1=O,6.681936665
2405,CHEMBL3290147,208,nM,C=CC(=O)N(C(=O)C=C)c1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1,6.681936665
2406,CHEMBL4226585,209.2,nM,C=CC(=O)N1CCC[C@@H](n2nc(C#CCOc3cccc(C(F)(F)F)c3)c3c(N)ncnc32)C1,6.67943832
2407,CHEMBL4081768,210,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(CC)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCOCC1,6.677780705
2408,CHEMBL3905597,210,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCC[C@H]2c1cccc(N)c1,6.677780705
2409,CHEMBL3401287,210,nM,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc3ocnc3c2)n1,6.677780705
2410,CHEMBL4862197,211,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cccnn3)cc2)c(C(N)=O)n1N,6.675717545
2411,CHEMBL5188422,212.4,nM,Cc1ccc(NC(=O)c2ccc3cc(O)ccc3c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,6.672845488
2412,CHEMBL4105470,213,nM,Cc1cc2c(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)ccnc2[nH]1,6.671620397
2413,CHEMBL3263629,213,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nccn2n1,6.671620397
2414,CHEMBL4472236,213,nM,CN1CCN(c2ccc(Nc3nc(-c4cccc(NC(=O)c5csnn5)c4)sc3C(N)=O)cc2)CC1,6.671620397
2415,CHEMBL4251204,217,nM,C=CC(=O)Nc1ccc(-n2c(=O)ccc3oc4ccc(-c5cnn(C)c5)cc4c32)cc1,6.663540266
2416,CHEMBL3924678,217,nM,Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCc2ccccc21,6.663540266
2417,CHEMBL4877720,218,nM,C=CC(=O)N1CCC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)n(N)c23)CC1,6.661543506
2418,CHEMBL5201319,219,nM,CCC(=O)N1CCC(n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,6.659555885
2419,CHEMBL5197469,220,nM,O=C(CNc1cccc(Cl)c1F)NC1CCCN(c2ncnc3[nH]ccc23)C1,6.657577319
2420,CHEMBL3963054,220,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCC21CN(Cc2ccccc2)C1,6.657577319
2421,CHEMBL3787652,222,nM,C=CC(=O)Nc1cccc(-n2c(=O)n(CC3CC3)c3cnc(Nc4ccc(OC)nc4)nc32)c1,6.653647026
2422,CHEMBL4878459,223,nM,C=CC(=O)Nc1cccc(-c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)c1,6.651695137
